대화셋일련번호,고객질문(요청),상담사질문(요청),고객답변,상담사답변,정상여부
A32761,그냥 금액 이체서비스네요?,,,,0
A32761,,,,간단한 금액을 이체해주는 서비스입니다.,0
A32761,,,이런서비스 좋아요,,0
A32761,어떻게 사용해요?,,,,0
A32761,,,,앱에 보시면 더치페이 카테고리 이용하시면 됩니다.,0
A32761,,,지금 카테고리 예요,,0
A32761,,더치패이 할 금액 넣으시면 결과가 나오시죠?,,,0
A32761,,,총금액에 각각 나눈금액도 나오는군요,,0
A32761,,,,계산완료를 누르시면 어떤 방법으로 발송하실건지에 대해서도 나옵니다.,0
A32761,,,"그렇네요, 카카오톡이랑, 문자로 나오네요",,0
A32761,,어떤 방법을 선택하실 건가요?,,,0
A32761,,,간단히 카카오톡으로 해보려구요,,0
A32761,그럼 카카오톡방에 있는 모든 사람이 볼 수 있겠네요,,,,0
A32761,,,,네 모두 공유하실 수 있습니다.,0
A32761,,,편리한 서비스네요,,0
A32761,,,,네 그렇습니다.,0
A32762,ATM기로 얼마까지 출금되요?,,,,0
A32762,,고객님 출금액이 얼마입니까?,,,0
A32762,,,지금 700만원이 필요해요,,0
A32762,,,,ATM기는 1일 600만원까지 출금이 가능하십니다.,0
A32762,,,헉 어쩌나,,0
A32762,출금한도가 천만원 아니었어요?,,,,0
A32762,,,,"지점을 이용할 시는 1일 1천만원을 정해놓으신것 같구요, ATM기 같은경우는 출금한도가 600만원으로정해져 있습니다.",0
A32762,,,그렇구나,,0
A32762,그럼 우선 600만원은 출금되죠?,,,,0
A32762,,,,네 가능하십니다.,0
A32762,,,다행이네,,0
A32762,한꺼번에는 못 뽑죠?,,,,0
A32762,,,,네 1회 70만원으로 8회 뽑으시고 나머지 40만원 인출하시면 됩니다.,0
A32762,,,몇번을 뽑아야 된느거야,,0
A32762,은행에 가면요?,,,,0
A32762,,,,네 그러시면 700만원을 바로 인출하실 수 있습니다.,0
A32762,은행 영업시간이 4시까지 인가요?,,,,0
A32762,,,,4시 30분까지 입니다.,0
A32762,,,지금 당장 갈께요,,0
A32762,,,,알겠습니다. 고객님,0
A32763,친구한테 빵쿠폰을 보내볼려구요,,,,0
A32763,,,,네 그러시군요,0
A32763,,모바일 상품권을 지인분께 보낸다는 말씀이신거죠?,,,0
A32763,,,받기만 했는데 한번 보내볼려구요,,0
A32763,,,,카카오톡을 이용해서 모바일 상품권을 보내실 수 있습니다.,0
A32763,,혹시 카카오톡을 사용하고 있으신가요?,,,0
A32763,,,네 카카오톡이 핸드폰에 있어요,,0
A32763,,카카오톡을 통한 선물하기를 안내해 드릴까요?,,,0
A32763,,,천천히 말해주면 제가 따라서 해볼께요,,0
A32763,,,,알겠습니다 ,0
A32763,,카카오톡에 쿠폰을 보내실 지인을 선택하시겠습니까?,,,0
A32763,,,네 했어요,,0
A32763,,지인분의 프로필에 보시면 상단에 선물하트 그림이 있으신가요?,,,0
A32763,,,네 찾았어요,,0
A32763,,,,선물하고 싶으신 모바일 상품권을 고르시고 결제하기 하시면 됩니다.,0
A32763,결제는 뭘로 해요?,,,,0
A32763,,카카오페이 등록 되어 있으신가요?,,,0
A32763,,,"아니요, 없어요",,0
A32763,,,,신용카드나 무통장 입금등도 가능합니다.,0
A32763,,,"그렇네요, 감사해요",,0
A32764,카카오톡으로 송금할 수 있나요?,,,,0
A32764,,,,네 가능합니다.,0
A32764,,처음 사용해 보시나요,,,0
A32764,,,네 친구들이 사용하고 있어서 저도 해볼려구요,,0
A32764,,,,그러시군요,0
A32764,어떻게 보내면 되나요?,,,,0
A32764,,,,송금하실 친구분을 클릭해주세요,0
A32764,,,했어요,,0
A32764,,친구분 프로필 상단에 보시면 원 표시가 보이시나요?,,,0
A32764,,,네 찾았어요,,0
A32764,,,,원표시를 한번 눌러주시면 송금하는 화면이 나오십니다.,0
A32764,근데 제가 보낼려고 하는 금액은 2만원인데 페이머니는 6천원 밖에 없으면 어떻게 해요,,,,0
A32764,,,,부족금액은 카카오페이 연결 계좌에서 자동 충전되어서 송금됩니다.,0
A32764,,,자동연결 한적 없는데요,,0
A32764,,혹시 카카오페이 연계계좌를 모르시나요?,,,0
A32764,,,아 새마을금고통장이요,,0
A32764,,,,새마을금고 통장 잔액이 있으시면 모자라는 금액충전해서 송금되세요,0
A32764,,,그렇구나,,0
A32764,친구계좌번호를 몰라도 송금하면 친구가 바로 받을 수 있나요?,,,,0
A32764,,,,카카오톡 친구로 신청되어 있으면 가능합니다.,0
A32765,카카오톡 송금하는거 궁금한 점이 있어요,,,,0
A32765,,어떤점이 궁금하신가요?,,,0
A32765,보내는 금액이 얼마까지 되요?,,,,0
A32765,,,,1회 200만원 까지 입니다.,0
A32765,,,많이 보낼 수 있구나,,0
A32765,송금수수료있어요?,,,,0
A32765,,,,카카오톡 송금서비스는 수수료가 없습니다.,0
A32765,,,무료구나,,0
A32765,제가 연계된 통장을 바꿔야 할 것 같은데요,,,,0
A32765,,,,네 계좌변경 등록하시면 됩니다.,0
A32765,제가 직접하면 되는거죠?,,,,0
A32765,,,,네 그렇습니다.,0
A32765,근데 송금할려고 보니까 페이머니가 0원이면 송금이 더 이상 안되나요?,,,,0
A32765,,,,잔액이 0원 이어도 충전 가능한 계좌등록이 되어 있어서 1만원 단위로 자동충전 됩니다.,0
A32765,,,자동충전되는구나,,0
A32765,송금할 친구를 잘 못 선택하면 취소되요?,,,,0
A32765,,,,네 상대방이 받기 완료 하기 전 취소 가능합니다.,0
A32765,비밀번호를 잘 못 누르면 어떻게 되요?,,,,0
A32765,,,,비밀번호는 5회까지 다시 입력가능합니다.,0
A32765,,,알려주셔셔 감사합니다.,,0
A32766,이체할려는데 비밀번호가 생각이 안나요,,,,0
A32766,,,,네 고객님 그러셨군요,0
A32766,,인터넷 뱅킹을 사용하시나요?,,,0
A32766,,,네 이체할려구요,,0
A32766,,혹시 비밀번호가 오류가 나던가요?,,,0
A32766,,,틀린번호를 5번 입력했나봐요,,0
A32766,,,,그러시군요 비밀번호 5회 입력오류시는 재발급받으셔야 합니다.,0
A32766,,,뭔지 도통 생각이 안나요,,0
A32766,그럼 기존에 비밀번호는 사용 못하는 건가요?,,,,0
A32766,,,,네 재등록 하셔야 사용가능하십니다.,0
A32766,보통 비밀번호가 몇자리 인가요?,,,,0
A32766,,,,영문조합해서 6~10자리 이내로 만들면 되십니다.,0
A32766,,,그니까요 너무 길어서 잊었나봐요,,0
A32766,재등록 하려면 필요한 서류가 있나요?,,,,0
A32766,,,,필요한 서류는 없으세요,0
A32766,재등록은 또 틀리면 또 할 수있는건가요?,,,,0
A32766,,,,네 여러 번 하실수 있습니다.,0
A32766,,,자꾸 잊어서 다행이네요,,0
A32766,비밀번호를 적어놔야겠죠?,,,,0
A32766,,,,네 아무래도 메모를 해두시는 것이 좋을 것 같습니다.,0
A32767,주택담보대출 받을 수 있는지 알아보려구요,,,,0
A32767,,담보대출 가능여부에 대해서 문의 주셨습니까?,,,0
A32767,,,네 알아보려구요,,0
A32767,,본인인증 요청문자 발송해도 되겠습니까?,,,0
A32767,가능여부도 본인인증이 필요한가요?,,,,0
A32767,,,,네 그렇습니다.,0
A32767,,,문자보내주세요,,0
A32767,,,,문자 보내드렸습니다. 확인해 주세요,0
A32767,,,인증 완료했어요,,0
A32767,,아파트 담보대출은 주택구입과 생활자금 대출이 있는데 어떤 종류를 하실 예정이십니까?,,,0
A32767,,,생활자금이요,,0
A32767,,혹시 주택이 자가이십니까?,,,0
A32767,,,네 제 명의로 되어 있어요,,0
A32767,,주택의 소유시기는 2007년 이전이십니까?,,,0
A32767,,,"아니요, 이후요",,0
A32767,,현재 거주하고 계십니까?,,,0
A32767,,,네 살고 있어요,,0
A32767,,자택주소지 말씀해 주세요,,,0
A32767,,,00시 00 00길 000 이요,,0
A32767,,,,고객님 주택담보대출 가능금액은 2억 5천입니다.,0
A32768,관리비를 카드납부 신청할려구요,,,,0
A32768,,아파트 관리비를 카드로 자동이체 신청하시는 건입니까?,,,0
A32768,,,네 통장 잔고가 자꾸 없어서 연체가 되네요,,0
A32768,,,,그러셨군요,0
A32768,,사용하시고 계신 카드가 있으신가요?,,,0
A32768,,,00카드로 해주세요,,0
A32768,,본인 카드이신가요?,,,0
A32768,,,네 제껍니다.,,0
A32768,,,,본인확인차 몇가지 물어보겠습니다.,0
A32768,,,그러세요,,0
A32768,,성함이 어떻게 되세요,,,0
A32768,,,000이요,,0
A32768,,카드번호 알려주시겠습니까?,,,0
A32768,주민등록번호 불러드리면 안되나요?,,,,0
A32768,,,,가능하십니다.,0
A32768,,,OOOOOO-OOOOOO이요,,0
A32768,,고객님은 당사 카드 2장을 소유하고 계십니다.어떤걸로 해드릴까요,,,0
A32768,,,00카드요,,0
A32768,,,,아파트 관리비 자동이체 신청을 00카드로 신청해 드렸습니다.,0
A32768,,,알겠어요,,0
A32769,아파트 관리비 납부를 카드로 할려구요,,,,0
A32769,,,,네 그러시군요,0
A32769,,어떻게 변경해 드릴까요?,,,0
A32769,,,제가 00카드가 있어요,,0
A32769,,,,조회해 보겠습니다.,0
A32769,,성함 말씀해 주세요,,,0
A32769,,,000이요,,0
A32769,,카드 번호나 주민등록번호 알려주세요,,,0
A32769,,,주민번호가 OOOOOO-OOOOOO이요,,0
A32769,,,,감사합지다. 조회완료되셨습니다.,0
A32769,,"고객님 00카드가 있으신데, 신청해 드릴까요?",,,0
A32769,,,네 그카드로 신청할껀데요,,0
A32769,,다른 궁금하신 점이 있으세요,,,0
A32769,카드 신청한 뒤에 관리사무소에도 알려야 하는건가요?,,,,0
A32769,,,,아닙니다. 별도로 알리실 필요는 없으십니다.,0
A32769,,,관리사무소에는 말안해도 되는구나,,0
A32769,,,,아파트 관리비 자동이체신청하신 카드로 관리비 할인혜택이 있습니다.,0
A32769,진짜요? 얼마요?,,,,0
A32769,,,,"매월 10만원이상시 5,000원 할인청구되시는 서비스 입니다.",0
A32769,,,바꾸길 잘했네요,,0
A32770,"통장에서 도시가스요금이 빠져나가고 있는데요, 카드신청을 바꿀려구요",,,,0
A32770,,요금 납부 방법을 변경하시는 건가요?,,,0
A32770,,,카드납부로 바꿀려구요,,0
A32770,,,,가능하십니다.,0
A32770,어떻게 신청해요,,,,0
A32770,,,,카드사로 신청하셔도 되고 지역별 가스회사에 전화신청하셔도 됩니다.,0
A32770,카드회사만 되는게 아닌가봐요,,,,0
A32770,,,,도시가스요금의 경우는 가스회사에서도 변경가능 합니다.,0
A32770,,,몰랐네요,,0
A32770,가스회사에 전화해서 변경하면 카드사처럼 할인혜택이 있나요?,,,,0
A32770,,,,아니요 없습니다.,0
A32770,그럼 카드사에 전화해서 신청하면 오늘부터 출금되나요?,,,,0
A32770,,,,아닙니다. 최초 출금일이 따로 있습니다.,0
A32770,,,출금일이 따로 있군요,,0
A32770,납부 신청되는 카드는 종류 상관없나요?,,,,0
A32770,,,,대부분의 카드는 신청이 가능한 걸로 알고 있습니다.,0
A32770,그리고 한가지더요,,,,0
A32770,,,,말씀하세요,0
A32770,도시가스 가입자 명의랑 카드명의자랑 같아야 하는건가요?,,,,0
A32770,,,,같지 않아도 됩니다.,0
A32781,금리란?,,,,0
A32781,,,,금융에서는 이자율을 금리라고 표현합니다.,0
A32781,그럼 이자율이란 뭔가요? ,,,,0
A32781,,,,원금을 빌려주거나 조달하는 대가인 이자를 원금에 대한 비율로 환산한 숫자입니다.,0
A32781,이자를 왜 지불해야 하는 건가요?,,,,0
A32781,,,,"과거에는 금,은 같은 희소성이 있는 재화를 거래의 대가로 지불했으나, 현대 금융시장에서는 화폐(돈)가 이를 대채합니다. 모든 상품의 거래 수단인 화폐(돈)는 이자를 통해서 시장안에서 돌고 돕니다.",0
A32781,화폐와 돈은 같은 개념인가요?,,,,0
A32781,,,,"네. 맞습니다. 화폐란 중앙은행이나 정부로부터 대행 업무를 받은 금융기관에서 발행하는 상품의 교환 수단이며, 이를 돈이라고 부릅니다.",0
A32781,이자를 통해서 돈다는 뜻이 뭔가요?,,,,0
A32781,,,,금융시장 안에서 돈이 있는 참가자와 부족한 참가자의 거래가 성립 되려면 대가가 필요하고 이는 바로 이자입니다.,0
A32781,모든 상품의 거래수단인 돈은 이자를 통해서 흘러 들어가고 흘러 나온다라고 정리하면 되나요?,,,,0
A32781,,,,네. 그렇습니다.,0
A32781,금융시장의 참가자는 누구누구 있나요?,,,,0
A32781,,,,"정부, 금융기관, 기업, 가계 등이 있습니다.",0
A32781,이자율은 월간인가요? 연간인가요?,,,,0
A32781,,,,이자율은 기본적으로 연 단위입니다. 특별한 표기가 없다면 모두 연간 입니다.,0
A32781,이자율은 어떻게 책정하나요?,,,,0
A32781,,,,이자율은 기회비용과 신용위험비용으로 이루어집니다.,0
A32781,,,용어가 많이 어렵네요. 다음에 다시 묻겠습니다.,,0
A32781,,,,네. 알겠습니다.,0
A32782,이자율에서 기회비용은 뭔가요?,,,,0
A32782,,,,금융시장에서 돈을 빌려주는 참가자가 돈을 빌려주는 대신 그 돈으로 활용할 수 있는 다른 기회들을 포기해야 하는 비용을 기회비용이라 합니다.,0
A32782,이자율에서 신용위험비용은 뭔가요?,,,,0
A32782,,,,돈을 빌려준 사람에 대한 신뢰 즉 신용등급에 따른 차별적 비용을 신용위험비용이라 합니다.,0
A32782,신용등급은 어찌 책정하나요?,,,,0
A32782,,,,신용평가회사가 개인별 신용거래 이력을 수집.분석해 점수화한 지표입니다.,0
A32782,소득이 낮거나 자산이 부족하면 따라서 등급도 낮아진다는 뜻인가요?,,,,0
A32782,,,,네. 그렇습니다.,0
A32782,얼마나 차이가 나나요?,,,,0
A32782,,,,"하위권의 일반적인 단순신용대출자의 금리가 10%가 넘는다면, 의사나 검사 같은 전문직은 절반 정도입니다.",0
A32782,차이가 많이 나네요?,,,,0
A32782,,,,그렇습니다.,0
A32782,,,신용 등급이 낮을 수록 비싼 대가를 치루는군요,,0
A32782,,,,그렇습니다.,0
A32782,,,반대로 등급이 높은면 싼 이자로 고액을 빌릴 수 있다는 얘기이구요.,,0
A32782,,,,그렇습니다.,0
A32782,금융시장에서 신용위험도가 높은 사람은 제약을 많이 받는다는 것을 뜻하지요?,,,,0
A32782,,,,그렇습니다.,0
A32782,,,네.알겠습니다.,,0
A32782,,,,감사합니다.,0
A32787,전자금융이 뭐예요?,,,,0
A32787,,,,금융 업무에 컴퓨터나 통신기술을 이용하여 자동전자화를 실현하는 것입니다.,0
A32787,전자금융의 종류는 무엇이 있나요?,,,,0
A32787,,,,"PC뱅킹, 폰뱅킹 등등 다양하게 있습니다.",0
A32787,전자금융의 큰 장점은 무엇인가요?,,,,0
A32787,,,,"시간적, 공간적 제약없이 금융서비스를 이용하는 것입니다.",0
A32787,카카오페이도 전자금융인가요?,,,,0
A32787,,,,네. 카카오페이도 전자금융에 속합니다.,0
A32787,카카에페이는 카카오톡 친구만 거래 가능한가요?,,,,0
A32787,,,,먼저 카카오페이는 카카오톡 친구관계인 경우에만 송금과 받기가 가능합니다.,0
A32787,카카오톡 친구가 아닌 경우에 이용할 수 있는 방법은요?,,,,0
A32787,,,,거래를 원하는 상대방을 친구추가 하여 진행하시면 됩니다.,0
A32787,친구추가를 하기 싫으면요?,,,,0
A32787,,,,카카오톡 친구가 아니면 계좌번호 입력을 통해서  송금을 하실 수 있습니다.,0
A32787,"숨김,차단 친구에게 송금할 수 있나요?",,,,0
A32787,,,,"숨김, 차단을 해제하셔야 가능합니다. 친구목록에 있어야 송금이 가능합니다.",0
A32787,카카오페이머니 결제는 어떻게 하나요?,,,,0
A32787,,,,구매 원하는 상품의 결제수단에  카카오페이머니를 선택하면 결제가 이루어집니다.,0
A32787,카카오페이머니 결제란이 없으면요?,,,,0
A32787,,,,카카오페이머니 결제를 할 수 없습니다.,0
A32891,,,제가 여러군데 한번에 결제를 해야 하는데요.,,0
A32891,한번에 다계좌로 이체할 수 있나요?,,,,0
A32891,,,,"네, 고객님 가능합니다.",0
A32891,어떻게 하면 되죠?,,,,0
A32891,,인터넷뱅킹 이용고객이신가요?,,,0
A32891,,,네 그렇습니다. ,,0
A32891,,,,인터넷뱅킹에 로그인 해 주세요.,0
A32891,,,네 로그인 했어요.,,0
A32891,,,,이체 아래의 다계좌이체를 선택하세요.,0
A32891,네네,,,,0
A32891,,,,"출금계좌를 선택하신 후, 출금계좌비밀번호를 누르시고 다음 화면에서 여러건의 이체를 등록하시면 됩니다.",0
A32891,그러면 한번에 처리되나요?,,,,0
A32891,,,,"네, 그리고 나서 OTP로 인증하시고, 공인인증서로 인증하시면 등록하신 건이 모두 처리됩니다.",0
A32891,몇건까지 한번에 처리되나요?,,,,0
A32891,,,,최대 10건까지 한번에 이체 가능합니다.,0
A32891,수수료는 건당 모두 부과되나요? 아니면 한번만 부과되나요?,,,,0
A32891,,,,"이체수수료는 기본적으로 건당 부과되므로, 고객님이 10건을 이체하시면 10건에 관해 부과됩니다.",0
A32891,수수료 면제 안되나요?,,,,0
A32891,,,,"당행이체는 무료시고, 타행이체는 수수료 면제 대상인 고객만 면제됩니다.",0
A32891,,,"네, 알겠습니다.",,0
A32892,퇴직급여 이체가 뭔가요?,,,,0
A32892,,개인형퇴직연금제도인 IRP에 등록되어 있으신가요?,,,0
A32892,,,모르겠어요,,0
A32892,IRP가 무엇인가요?,,,,0
A32892,,,,개인형퇴직연금제도란 취업자가 재직 중에 자율로 가입하거나 퇴직 또는 이직시 받은 퇴직급여를 계속해서 적립?운용할 수 있는 퇴직연금 제도입니다.,0
A32892,IRP 가입조건을 알 수 있을까요?,,,,0
A32892,,,,"퇴직급여에 가입된 개인으로 55세 이후에 퇴직하여 퇴직급여를 수령하였거나, 퇴직연금수급권으로 담보대출을 상환했거나 퇴직급여액이 300만원이 이하인 경우만 제외하면 가입하실 수 있습니다.",0
A32892,IRP 가입시 혜택은요?,,,,0
A32892,,,,"종합소득금액 4천만원, 근로소득만 있는 경우 총급여 5천 5백만원 이하인 거주자에 한하여 상기 16.5% 세액공제, 그 외의 경우 13.2% 세액공제로 최대 92만 4천원의 절세효과를 누리실 수 있습니다. ",0
A32892,,,아 그렇군요. ,,0
A32892,운용 수수료는 없나요?,,,,0
A32892,,,,운용수수료는 가입자 개인에게 부과됩니다.,0
A32892,운용중에 발생하는 이익에 대해서는 과세가있나요?,,,,0
A32892,,,,운영기간 중 발생하는 운영수익에 대해서는 과세 이연됩니다.,0
A32892,과세이연이 무엇인가요?,,,,0
A32892,,,,"퇴직급여 수급시까지 세금이 이연되어 퇴직급여를 받으실 때, 세금을 납부하면 되는 제도입니다.",0
A32892,또 다른 혜택이 있나요?,,,,0
A32892,,,,"네, 퇴직금 재원으로 연금수령시 퇴직소득세가 30% 감면됩니다. ",0
A32892,"네, 그럼 IRP를 하고 싶으면 제일 먼저 무엇을 해야 하나요?",,,,0
A32892,,,,우선 개인형 IRP계좌를 만드시고 퇴직급여정보를 사전에 등록하시면 됩니다. 이후 본인의 퇴직급여를 이체하실 수 있습니다.,0
A32893,자동이체 해놓은걸 해지하는 방법 알려주세요.,,,,0
A32893,,어떤내용 자동이체를 해지하고 싶으신가요?,,,0
A32893,,,아파트 관리비를 자동이체 신청 해놓았어요.,,0
A32893,영업점 방문하지 않고 해지하는 방법이 있을까요?,,,,0
A32893,,,,"네, 두가지 방법이 있습니다.",0
A32893,,,네 알려주세요.,,0
A32893,,인터넷 뱅킹 사용하세요?,,,0
A32893,,,네,,0
A32893,,,,인터넷 뱅킹 이체메뉴 아래 자동이체내역 조회/해지/변경메뉴가 있어요.,0
A32893,,,"네, 지금 접속할께요.",,0
A32893,,찾으시면 말씀해주시겠어요?,,,0
A32893,,,"네, 찾았어요.",,0
A32893,,,,거기서 등록내역을 선택하고 해지하고 싶으신 출금계좌번호를 선택하여 조회된 입금계좌를 선택한 후 해지버튼을 누르시면 등록됩니다.,0
A32893,제가 관리비를 카드사로 납부변경 할 건데 이번달부터 바로 해지되는 건가요?,,,,0
A32893,,관리비 결제일이 언제이신가요?,,,0
A32893,,,결제일은 매월 25일 이후입니다.,,0
A32893,,,,"네, 그럼 지금은 결제일 이전이기 때문에 지금 해지 신청하시면 문제없습니다.",0
A32893,지금 해지 신청하면 바로 반영된다는 말씀이죠?,,,,0
A32893,,,,네 그렇습니다.,0
A32893,,,"네, 감사합니다. ",,0
A32894,자동이체 설정을 변경 신청하고 싶은데요.,,,,0
A32894,,자동이체 계좌를 변경하실건가요?,,,0
A32894,,,아니요. 날짜를 변경하고 싶은데요.,,0
A32894,,PC와 스마트폰 중 어떤 것이 편리하신가요?,,,0
A32894,스마트폰으로 변경도 되나요?,,,,0
A32894,,,,스마트폰 뱅킹앱이 깔려 있으면 가능합니다.,0
A32894,,,"네, 깔려있어요.",,0
A32894,,,,그러면 로그인해 주시겠어요?,0
A32894,,,로그인이 안되네요. ,,0
A32894,,로그인 설정을 무엇으로 해 두셨나요?,,,0
A32894,,,간편비밀번호로 했는데 오류가 납니다.,,0
A32894,,,,그러면 불편하시더라도 다시 공인인증서나 지문인증을 등록해 주셔야 진행가능합니다.,0
A32894,공인인증서는 어떻게 등록하나요?,,,,0
A32894,,,,인터넷뱅킹 공인인증관리센터에서 스마트폰으로 내보내기를 하시면 스마트폰에 공인인증서를 불러올 수 있습니다.,0
A32894,,,네 알겠습니다.,,0
A32894,그리고 나서 자동이체 변경은 어떻게 하죠?,,,,0
A32894,,,,로그인 하시면 메뉴 중에 이체 메뉴를 찾을 수 있어요. 이체메뉴 아래 자동이체내역 조회/해지/변경을 선택해 주시면 됩니다.,0
A32894,"네, 거기서 날짜를 바꾸면 되나요?",,,,0
A32894,,,,"네, 출금예약일을 바꾸면 됩니다.",0
A32894,,,알겠어요.,,0
A32895,수수료를 적게낼수 있는 방법이 있나요?,,,,0
A32895,어떤 수수료를 말씀하시나요?,,,,0
A32895,,,"이체수수료, 자동화기기수수료, 환전수수료 등이요.",,0
A32895,,,,당행은 고객님들의 실적에 따라 수수료 우대서비스를 드리고 있습니다.,0
A32895,,안내 해드릴까요?,,,0
A32895,,,네 안내해주세요.,,0
A32895,,,,우선 고객님의 고객등급을 조회해 보겠습니다. 잠시만 기다려 주세요.,0
A32895,,,네.,,0
A32895,,,,고객님은 로얄스타 고객이십니다.,0
A32895,어떤 혜택을 받을 수 있나요?,,,,0
A32895,,,,"우선 이체수수료는 모두 면제되십니다. 또한 외환송금 수수로는 50% 우대해 드리고, 환전시 0.3% 우대해 드립니다",0
A32895,"이체수수료 면제는 인터넷, ATM기기 모두 해당되나요?",,,,0
A32895,,,,"네, 맞습니다. 이체수수료는 폰뱅킹, 인터넷뱅킹, 스마트폰뱅킹, 자동화기기에서 모두 면제됩니다. ",0
A32895,,,아 그거 참 좋네요.,,0
A32895,,더 문의하실 내용이 있으신가요?,,,0
A32895,네. 제 위 등급 혜택은 어떻게 달라지나요?,,,,0
A32895,,,,"로얄스타 윗 등급은 MVP등급으로 로얄스타 등급과 유사하며 추가로 외화송금수수료가 면제되고, 대여금고를 무료로 사용하실 수 있습니다.",0
A32895,제가 등급이 올라가면 알 수 있나요?,,,,0
A32895,,,,"네, 인터넷이나 스마트폰 뱅킹 접속시 확인 가능합니다.",0
A32895,,,네 감사합니다.,,0
A32896,자주 이체하는 계좌들을 등록해놓을 수 있나요? 찾기 쉽게요,,,,0
A32896,,,계좌 번호를 기록은 해뒀는데 매번 찾아보니 불편해서요,,0
A32896,,,,"네, 자주쓰는 계좌를 등록하시면 이체시에 입금계좌번호 입력없이 편리하게 이용하실 수 있습니다.",0
A32896,,주로 어떻게 이체거래를 하시나요?,,,0
A32896,,,저는 주로 인터넷 뱅킹을 사용합니다.,,0
A32896,,,,"네, 그럼 인터넷 뱅킹으로 자주쓰는 계좌를 등록하는 방법을 안내해 드리겠습니다.",0
A32896,,,네 부탁드립니다.,,0
A32896,,,,인터넷뱅킹 내 뱅킹관리 메뉴 아래의 이체관리 메뉴에서 등록하시면 됩니다.,0
A32896,계좌번호를 어떻게 구별하나요?,,,,0
A32896,,,,"받는분 명의로 구별이 되고, 계좌별명을 설정해 두시면 더 편리하게 이용할 수 있습니다.",0
A32896,타행계좌도 등록이 되나요?,,,,0
A32896,,,,"네, 물론입니다. 당행, 타행 구별없이 등록이 되고, 그룹관리도 하실 수 있습니다.",0
A32896,제가 제일 많이 쓰는 계좌를 맨 앞에 두고 싶은데 어떻게 하면 되나요?,,,,0
A32896,,,,인터넷 뱅킹 해당 메뉴 안에 계좌순서변경이라는 메뉴가 있습니다. 계좌순서를 편리하게 변경해서 사용하실 수 있습니다.,0
A32896,제가 인터넷뱅킹에 등록하면 스마트폰에도 자동 반영되나요?,,,,0
A32896,,,,"네, 인터넷뱅킹에 등록해 두시면 스마트폰뱅킹에도 불러오실 수 있습니다.",0
A32896,,,아 그렇군요. 편리해서 좋네요.,,0
A32896,등록된 계좌를 변경하거나 삭제할 수도 있나요?,,,,0
A32896,,,,"네, 수정이나 삭제버튼을 클릭하시면 한번에 편집이 가능합니다.",0
A32896,,,잘 이해했습니다.,,0
A32897,정기적으로 이체하는건에 대해서 편리하게 사용하는 방법이 있을까요?,,,,0
A32897,,,매번 입력하려니 귀찮아서요.,,0
A32897,,,,"네, 단축이체등록을 사용하시면 편리하게 처리하실 수 있어요.",0
A32897,단축이체 등록? 그게 뭔가요?,,,,0
A32897,,,,"자주 이용하시는 이체내용을 등록하시면 출금 및 입금 계좌번호, 이체금액 입력 없이 간편하게 이용하실 수 있습니다.",0
A32897,그러면 동일한 금액이 결제되는 건에 대해서 하는 건가요?,,,,0
A32897,,,,"네, 그렇습니다. 매월 또는 매주 동일한 금액을 같은 수신인에게 보내는 경우에 여기에 저장해 두시면 이체시 정보를 일ㅇ리히 다 기입하지 않으셔도 불러오기를 하면 편리하게 처리하실 수 있는 기능입니다.",0
A32897,그러면 매월 결제하는데 금액이 달라지는 건요?,,,,0
A32897,,,,"그런 경우에는 단축이체에 등록하지 말고, 자동이체에 등록하시면 됩니다.",0
A32897,,,아 그렇군요,,0
A32897,단축이체 등록했다가 금액도 바꿀 수 있는 거지요?,,,,0
A32897,,,,"네, 입력하신 건을 수정해 주시면 됩니다.",0
A32897,건수나 이체금액 한도에 제한이 있나요?,,,,0
A32897,,,,"최대 15건까지 등록이 가능하시고, 이체금액은 1회 이체한도를 초과하지 않는 범위안에서 가능합니다.",0
A32897,,,아 그렇군요.,,0
A32897,인터넷뱅킹에 등록해 두면 스마트폰 뱅킹에도 반영되나요?,,,,0
A32897,,그러니까 스마트폰으로 처리할때도 불러오기가 되나요?,,,0
A32897,,,,"네, 가능합니다.",0
A32897,주의할 점이 있나요?,,,,0
A32897,,,,"혹시, 등록하신 계좌를 해약하신 경우 등록내역이 자동 삭제되지 않으므로 등록내역을 삭제하신 후 이용하시기 바랍니다.",0
A32898,,,이체가 안되네요. 오랜만에 해서 뭐가 바뀐건지,,0
A32898,왜 그런거죠? 이체가 제한되어 있나요?,,,,0
A32898,,,,장기미사용 계좌의 경우 이체제한이 될 수 있습니다.,0
A32898,얼마나 사용하지 않으면 이체제한이 되나요?,,,,0
A32898,,,,12개월이상 이체성거래 이용실적이 없는 경우 장기미사용으로 거래가 제한됩니다.,0
A32898,,,이상하네요. 12개월 이상 사용 안하지 않았어요.,,0
A32898,,"고객님, 어떤 계좌인지 알려 주시겠어요?",,,0
A32898,,,"네, 계좌번호 OOOOOOOOOO입니다.",,0
A32898,,,,당/타행 및 외화 자동이체 거래는 이체성 거래 이용실적에 반영되지 않습니다.,0
A32898,그게 무슨 말인가요?,,,,0
A32898,,,,말씀해 주신 계좌는 자동이체 거래 외에는 12개월 이상 일체의 거래가 없어서 이체가 제한된 것입니다.,0
A32898,그럼 어떻해야 하나요?,,,,0
A32898,,,,일단 영업점에 오셔서 거래를 다시 시작하도록 신청해 주세요.,0
